Approach,Rank,Chkpt ID,Chunk Size,Uncompressed Size,Compressed Size,Max Memory Usage,Compression Throughput,Compression Ratio,Compression Runtime
List,0,2,32,3489621044,46042908,13790871552,93633304878.06023,75.79063086110895,0.037269015
List,0,2,32,3489621044,46042908,13790871552,100925195376.53409,75.79063086110895,0.034576312
List,0,2,32,3489621044,46042908,13790871552,94195833403.51552,75.79063086110895,0.037046447999999996
List,0,2,64,3489621044,66663316,8929673216,94119983969.27548,52.346946617537,0.037076303
List,0,2,64,3489621044,66663316,8929673216,93212960091.97299,52.346946617537,0.03743708
List,0,2,64,3489621044,66663316,8929673216,90724899797.24553,52.346946617537,0.038463763
List,0,2,128,3489621044,99763812,6515851264,76763559192.58316,34.97882623009634,0.045459344
List,0,2,128,3489621044,99763812,6515851264,76962275744.18474,34.97882623009634,0.045341967999999996
List,0,2,128,3489621044,99763812,6515851264,78308642353.19461,34.97882623009634,0.0445624
List,0,2,256,3489621044,147576072,5345640448,63186558147.57018,23.646252381619156,0.055227268999999996
List,0,2,256,3489621044,147576072,5345640448,62992731004.71753,23.646252381619156,0.055397202
List,0,2,256,3489621044,147576072,5345640448,59275414138.08622,23.646252381619156,0.058871306
List,0,2,512,3489621044,214196936,4791992320,45488410073.77105,16.291647813300187,0.076714509
List,0,2,512,3489621044,214196936,4791992320,46137741216.852844,16.291647813300187,0.075634848
List,0,2,512,3489621044,214196936,4791992320,46223329871.726265,16.291647813300187,0.0754948
List,0,2,1024,3489621044,304962604,4611637248,33871451028.15725,11.442783469936531,0.103025437
List,0,2,1024,3489621044,304962604,4611637248,34104042757.939857,11.442783469936531,0.102322797
List,0,2,1024,3489621044,304962604,4611637248,30535451737.94027,11.442783469936531,0.11428097000000001
List,0,2,2048,3489621044,420013880,4580179968,23613246399.18096,8.30834696224801,0.14778234999999998
List,0,2,2048,3489621044,420013880,4580179968,24008673259.792763,8.30834696224801,0.14534835000000002
List,0,2,2048,3489621044,420013880,4580179968,23707336301.57865,8.30834696224801,0.14719583
List,0,2,4096,3489621044,555528140,4643094528,18444692230.368248,6.28162786497188,0.18919378
List,0,2,4096,3489621044,555528140,4634705920,18356203108.35302,6.28162786497188,0.19010582
List,0,2,4096,3489621044,555528140,4634705920,19081235749.717552,6.28162786497188,0.18288233999999998
TreeLowOffset,0,2,32,3489621044,37880248,19421724672,66977503747.98062,92.12244449930739,0.05210139
TreeLowOffset,0,2,32,3489621044,37880248,19421724672,77554913930.69963,92.12244449930739,0.044995486
TreeLowOffset,0,2,32,3489621044,37880248,19421724672,76026532699.03326,92.12244449930739,0.045900042
TreeLowOffset,0,2,64,3489621044,62702196,11750342656,76374340127.3607,55.653888804787634,0.045691014
TreeLowOffset,0,2,64,3489621044,62702196,11750342656,75297760951.63574,55.653888804787634,0.046344287
TreeLowOffset,0,2,64,3489621044,62702196,11750342656,80947743624.2496,55.653888804787634,0.043109552999999995
TreeLowOffset,0,2,128,3489621044,97590964,7929331712,73741468231.62068,35.75762448662768,0.04732237
TreeLowOffset,0,2,128,3489621044,97590964,7929331712,74067856028.45906,35.75762448662768,0.047113839000000005
TreeLowOffset,0,2,128,3489621044,97590964,7929331712,70363465434.61983,35.75762448662768,0.049594217999999995
TreeLowOffset,0,2,256,3489621044,146253104,6048186368,58817701284.06412,23.8601503049125,0.059329436
TreeLowOffset,0,2,256,3489621044,146253104,6048186368,60149187632.34258,23.8601503049125,0.058016096
TreeLowOffset,0,2,256,3489621044,146253104,6048186368,57956759263.44671,23.8601503049125,0.060210769000000004
TreeLowOffset,0,2,512,3489621044,213314900,5221908480,45295399011.56004,16.359012164644852,0.077041402
TreeLowOffset,0,2,512,3489621044,213314900,5192548352,45054777310.78544,16.359012164644852,0.077452853
TreeLowOffset,0,2,512,3489621044,213314900,5192548352,40966337240.024956,16.359012164644852,0.085182647
TreeLowOffset,0,2,1024,3489621044,304342000,4819255296,31110062898.18407,11.46611721024374,0.11217017
TreeLowOffset,0,2,1024,3489621044,304342000,4819255296,31031073071.440575,11.46611721024374,0.1124557
TreeLowOffset,0,2,1024,3489621044,304342000,4819255296,31292553697.666042,11.46611721024374,0.11151602
TreeLowOffset,0,2,2048,3489621044,419563976,4672454656,22155263449.610096,8.317256112569588,0.15750754
TreeLowOffset,0,2,2048,3489621044,419563976,4672454656,23649380823.826527,8.317256112569588,0.14755655
TreeLowOffset,0,2,2048,3489621044,419563976,4672454656,23388548661.37291,8.317256112569588,0.14920212
TreeLowOffset,0,2,4096,3489621044,555199228,4693426176,19323845918.974377,6.2853492368328725,0.180586259
TreeLowOffset,0,2,4096,3489621044,555199228,4693426176,19167571937.53004,6.2853492368328725,0.18205858600000002
TreeLowOffset,0,2,4096,3489621044,555199228,4697620480,18402845002.772274,6.2853492368328725,0.18962399800000002
